winery,vintage,year,region,rating,ratings_count,country_rank,region_rank,winery_rank,global_rank,foods,alcohol,drink_from,drink_until,style,body,body_desc,acidity,acidity_desc,grapes,price,highlights
CellerdeCap&#231;anes,FlordePrimaveraPerajHa'abib,2017,Montsant,4.2,160,2,1,1,2,"['Beef', 'Pasta', 'Lamb']",15,,,Spanish Montsant Red,,,,,Pinot Noir,34.64,"['Latest vintage available', 'Cheapest vintage available']"
CellerdeCap&#231;anes,LasendalSelecci&#243;,2018,Montsant,3.9,143,6,8,8,6,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,,,,,Shiraz/Syrah,11.63,['Latest vintage available']
CellerdelRoure,Maduresa,2018,Valencia,3.9,134,6,3,5,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Cari&#241;ena,22.95,[]
Mart&#237;Fabra,Selecci&#243;VinyesVellesEmpord&#224;,2017,Empord&#224;,4,456,3,3,11,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,,13.85,"['Good value for money. Similar wines usually cost 37% more.', 'Popular among Vivino users. More than 400 ratings']"
MasDoix,Doix,2000,Priorat,4.2,71,3,12,35,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Merlot,212.81,['Oldest vintage available']
MasDoix,Doix,2016,Priorat,4.3,83,1,5,20,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,107.62,['Latest vintage available']
MasDoix,Doix,2002,Priorat,4.3,49,3,13,37,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,195.52,[]
MasDoix,Doix,2007,Priorat,4.4,187,1,2,6,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Carignan,350.03,[]
MasDoix,Doix,2015,Priorat,4.4,100,1,2,9,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,104.01,"[""Featured in Vivino's 2020 Wine Style Awards: Spanish Priorat Red"", 'Cheapest vintage available']"
MasDoix,LesCrestes,2017,Priorat,3.8,472,7,24,57,8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,50.31,['Oldest vintage available']
MasDoix,LesCrestes,2019,Priorat,3.9,536,5,19,44,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,,,,,Shiraz/Syrah,16.5,"['Among top 5% of all wines in the world', 'Latest vintage available', 'Cheapest vintage available']"
MasDoix,LesCrestes,2018,Priorat,3.8,718,7,24,56,8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,2020,2026,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,19.37,[]
MasDoix,1902CentenaryCarignanPriorat,2016,Priorat,4.6,43,1,5,20,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,381.09,[]
MasDoix,Salanques,2015,Priorat,4.1,458,2,10,28,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,38,[]
MasDoix,Salanques,2007,Priorat,4.2,228,2,6,21,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,55,['Among top 2% of all wines in the world']
MasDoix,Salanques,2016,Priorat,4.1,563,2,9,27,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,2020,2032,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,87.29,['Popular among Vivino users. More than 500 ratings']
MasDoix,Salanques,2017,Priorat,4.1,332,2,10,30,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,36.93,"['Latest vintage available', 'Cheapest vintage available']"
MasDoix,Salanques,2008,Priorat,4,140,4,16,41,4,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,55,[]
MasDoix,Salanques,2005,Priorat,4.1,114,3,11,33,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Carignan,60,['Oldest vintage available']
MasDoix,Salanques,2006,Priorat,4.1,331,2,10,30,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,55,[]
MasDoix,Salanques,2010,Priorat,3.9,334,5,19,45,6,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,,60,[]
MasDoix,Salanques,2009,Priorat,3.9,142,6,20,46,6,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,55,[]
MasDoix,Salanques,2011,Priorat,4.1,358,2,10,29,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,,55,[]
VallLlach,Embruix,2018,Priorat,4,1021,3,14,34,4,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,25.35,"['Popular among Vivino users. More than 1000 ratings', 'Latest vintage available', 'Cheapest vintage available']"
VallLlach,Embruix,2016,Priorat,3.9,994,5,19,39,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,14.87,['Oldest vintage available']
VallLlach,Embruix,2017,Priorat,4.1,901,2,9,26,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,25.35,[]
VallLlach,PrioratRed,2006,Priorat,4.3,102,1,4,14,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,115.87,['Latest vintage available']
VallLlach,PrioratRed,2004,Priorat,4.4,112,1,2,8,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,105.2,"['Popular among Vivino users. More than 100 ratings', 'Among top 1% of all wines in the world', 'Oldest vintage available', 'Cheapest vintage available']"
CellersGrifollDeclara,Predicat,2017,Priorat,3.8,1120,7,24,10,8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,,,Spanish Priorat Red,4,Full-bodied,3,High,,11.84,"['Good value for money. Similar wines usually cost 36% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 1100 ratings', 'Among top 8% of all wines in the world']"
CellersUni&#243;,Se&#241;or&#237;odeConveyTinto,2016,Priorat,3.8,443,7,24,4,8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,14.98,"['Popular among Vivino users. More than 400 ratings', 'Cheapest vintage available']"
Cepa21,Hito,2018,RiberadelDuero,3.9,2065,5,12,25,5,"['Beef', 'Lamb', 'Game (deer, venison)']",14,2020,2025,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,26.95,[]
Cepa21,Hito,2020,RiberadelDuero,3.9,559,5,12,29,5,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,12.95,"['Good value for money. Similar wines usually cost 47% more.', '90 by Wine Spectator', 'Latest vintage available', 'Cheapest vintage available']"
Cepa21,Hito,2019,RiberadelDuero,3.9,1197,5,12,29,5,"['Beef', 'Lamb', 'Game (deer, venison)']",13.5,2021,2026,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,26.95,['Oldest vintage available']
Cepa21,Horcajo,2015,RiberadelDuero,4.6,100,1,1,1,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,79.95,"['Popular among Vivino users. More than 100 ratings', 'Among top 1% of all wines in the world']"
Cepa21,MalabrigoRiberadelDuero,2015,RiberadelDuero,4.3,374,1,3,8,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,2018,2028,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,49.95,['96 by Sobremesa']
Cepa21,RiberadelDueroTinto,2017,RiberadelDuero,4.1,960,2,7,15,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,18.95,[]
Cepa21,RiberadelDueroTinto,2018,RiberadelDuero,4.2,210,2,5,10,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,18.95,"['Good value for money. Similar wines usually cost 79% more.', 'This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world']"
Cepa21,RiberadelDueroTinto,2016,RiberadelDuero,4,2326,3,9,18,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,2020,2026,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tinto Fino,18.95,[]
CerroGallina,Bobal,2017,Utiel-Requena,4.2,61,4,2,29,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,27.5,['Latest vintage available']
CerroGallina,Bobal,2016,Utiel-Requena,4.2,215,2,1,5,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,,27,"['Among top 2% of all wines in the world', 'Oldest vintage available', 'Cheapest vintage available']"
C&#233;rvoles,ColorsTinto,2018,CostersdelSegre,3.8,275,8,7,29,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Garnacha,11.74,"['This vintage rates better than any other year for this wine', 'Oldest vintage available']"
C&#233;rvoles,ColorsTinto,2016,CostersdelSegre,3.8,374,7,7,27,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,Tempranillo,11.74,"['Popular among Vivino users. More than 300 ratings', 'Among top 8% of all wines in the world']"
C&#233;rvoles,Estrats,2012,CostersdelSegre,4.3,51,3,2,18,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,,68.55,[]
C&#233;rvoles,GarnatxadeC&#233;rvolesVinyesAltesdeLesGarrigues,2018,CostersdelSegre,3.9,488,5,4,24,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,,17.73,['Popular among Vivino users. More than 400 ratings']
C&#233;sarM&#225;rquez,Parajes,2019,Bierzo,3.9,198,5,7,15,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.4,,,Spanish Red,4,Full-bodied,3,High,Mencia,16.95,['Popular among Vivino users. More than 100 ratings']
C&#233;sarPrincipe,Tinto,2015,Cigales,4.2,261,2,1,3,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Tempranillo,4,Full-bodied,2,Medium,,26.62,"[""Featured in Vivino's 2020 Wine Style Awards: Spanish Tempranillo"", 'Popular among Vivino users. More than 200 ratings']"
Chapillon,Cuv&#233;eHarmoniePetitVerdot-Tannat,2017,Arag&#243;n,3.9,178,5,5,12,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Petit Verdot,9.65,['Good value for money. Similar wines usually cost 87% more.']
Chivite,NavarraReservaColeccion125,2014,Navarra,3.9,359,5,3,13,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",13,,,Spanish Red,4,Full-bodied,3,High,Tempranillo,26.62,[]
ChozasCarrascal,LasOcho(8)Tinto,2015,Utiel-Requena,3.9,446,5,3,9,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,Bobal,39.5,[]
CienYPico,Vi&#241;aLaCeja,2017,Manchuela,3.9,108,6,2,9,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,11.2,"['Good value for money. Similar wines usually cost 61% more.', 'This vintage rates better than any other year for this wine', 'Among top 6% of all wines in the world']"
Clea,Reserva,2016,RiberadelDuero,4.1,33,9,13,7,10,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,19.95,[]
Closd'Agon,Selecci&#243;nEspecial,2015,Catalunya,4.5,40,2,2,9,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Cabernet Sauvignon,93.51,['This vintage rates better than any other year for this wine']
Closd'Agon,Tinto,2003,Catalunya,3.9,43,15,17,40,15,"['Beef', 'Pasta', 'Veal', 'Poultry']",13,,,Spanish Red,4,Full-bodied,3,High,,189.3,[]
Closd'Agon,Tinto,2014,Catalunya,4.3,190,1,1,2,1,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,,56.92,[]
Closd'Agon,Tinto,2013,Catalunya,4.2,253,2,2,7,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,42.82,['Cheapest vintage available']
Closd'Agon,Tinto,2015,Catalunya,4.3,183,1,1,3,1,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,56.92,['Latest vintage available']
Closd'Agon,Tinto,2001,Catalunya,4.1,57,6,7,20,7,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,88.31,['Oldest vintage available']
Closd'Agon,Tinto,2005,Catalunya,4.1,203,2,3,13,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,41.81,[]
ClosdeL&#244;m,Isidra,2018,Valencia,4.2,42,6,4,34,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,21.95,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 40 ratings']"
ClosErasmus,DaphneGlorianRed,2007,Priorat,4.7,51,1,1,13,1,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,202.01,['Popular among Vivino users. More than 50 ratings']
ClosErasmus,Laurel,2019,Priorat,4.2,65,3,13,47,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cabernet Sauvignon,40.04,"['Now discounted by 16%', 'Latest vintage available', 'Cheapest vintage available']"
ClosErasmus,Laurel,2015,Priorat,4.1,570,2,9,40,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,36.71,['Oldest vintage available']
ClosErasmus,Laurel,2018,Priorat,4.3,395,1,3,20,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,43.38,['Good value for money. Similar wines usually cost 53% more.']
ClosErasmus,Laurel,2017,Priorat,4.3,526,1,3,19,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cabernet Sauvignon,46.88,[]
ClosErasmus,Priorat,2006,Priorat,4.3,72,2,8,38,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,654.31,[]
ClosErasmus,Priorat,1999,Priorat,4.1,25,12,32,60,12,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,628.9,[]
ClosErasmus,Priorat,1998,Priorat,4.5,43,2,8,37,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,993.28,[]
ClosErasmus,Priorat,2003,Priorat,4.6,41,1,5,23,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,3404.94,[]
ClosErasmus,Priorat,2007,Priorat,4.7,60,1,1,10,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,654.31,[]
ClosErasmus,Priorat,2017,Priorat,4.4,45,3,11,44,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,,,,,Grenache,209.31,[]
ClosErasmus,Priorat,2008,Priorat,4.6,66,1,1,15,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,654.31,[]
ClosErasmus,Priorat,2012,Priorat,4.5,69,1,3,16,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,374.66,[]
ClosFigueras,ClosFigueres,2015,Priorat,4.3,201,1,1,7,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,58.95,[]
ClosFigueras,FontdelaFigueraTinto,2017,Priorat,3.9,133,6,6,32,6,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,2020,2026,Spanish Priorat Red,4,Full-bodied,3,High,Grenache,35.44,['Oldest vintage available']
ClosFigueras,FontdelaFigueraTinto,2018,Priorat,4,60,9,10,42,9,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,35.44,['Latest vintage available']
ClosFigueras,SerrasdelPriorat,2018,Priorat,3.9,412,5,6,28,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,29.95,['Popular among Vivino users. More than 400 ratings']
ClosFigueras,SerrasdelPriorat,2020,Priorat,3.9,77,9,10,42,9,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,,,,,Cari&#241;ena,29.95,[]
ClosGalena,Crossos,2018,Priorat,4,64,8,26,30,9,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,15.95,"['Good value for money. Similar wines usually cost 38% more.', 'This vintage rates better than any other year for this wine']"
ClosGalena,Form&#237;gadeVellut,2017,Priorat,4.1,612,2,9,10,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,21.34,['Good value for money. Similar wines usually cost 45% more.']
ClosMogador,ComTu,2017,Montsant,4.1,272,2,10,52,3,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,2020,2027,Spanish Grenache,5,Very full-bodied,3,High,Grenache,38.95,"['Oldest vintage available', 'Cheapest vintage available']"
ClosMogador,ComTu,2018,Montsant,4.4,79,1,5,36,1,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,39.95,"['This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world']"
ClosMogador,Manyetes,2017,Priorat,4.4,61,2,8,47,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,2020,2030,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,74.95,"['Oldest vintage available', 'Cheapest vintage available']"
ClosMogador,Manyetes,2018,Priorat,4.4,30,3,13,57,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,76.95,[]
ClosMogador,Priorat,2009,Priorat,4.3,723,1,3,24,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,74.95,[]
ClosMogador,Priorat,2005,Priorat,4.3,375,1,3,27,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,[]
ClosMogador,Priorat,2019,Priorat,4.5,73,1,2,20,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,80.48,['Latest vintage available']
ClosMogador,Priorat,2010,Priorat,4.4,799,1,2,13,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Grenache,74.95,[]
ClosMogador,Priorat,2008,Priorat,4.3,592,1,3,25,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,74.95,[]
ClosMogador,Priorat,2011,Priorat,4.4,809,1,2,12,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,[]
ClosMogador,Priorat,2003,Priorat,4.5,196,1,1,6,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,[]
ClosMogador,Priorat,2012,Priorat,4.4,695,1,2,14,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Tempranillo,74.95,[]
ClosMogador,Priorat,2000,Priorat,4.3,111,1,4,35,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,[]
ClosMogador,Priorat,2004,Priorat,4.5,367,1,1,4,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,74.95,[]
ClosMogador,Priorat,1999,Priorat,4.4,85,1,3,21,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,[]
ClosMogador,Priorat,2007,Priorat,4.4,624,1,2,15,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,74.95,"[""Featured in Vivino's 2020 Wine Style Awards: Spanish Priorat Red""]"
ClosMogador,Priorat,2018,Priorat,4.5,323,1,1,5,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,74.95,"['96 by Gourmet Traveller Wine Magazine', 'Oldest vintage available', 'Cheapest vintage available']"
ClosMogador,Priorat,2006,Priorat,4.3,527,1,3,26,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,74.95,[]
ClosPons,AlgesRed,2014,CostersdelSegre,4,210,4,3,5,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,14.95,[]
ClosPons,AlgesRed,2015,CostersdelSegre,3.9,96,6,5,12,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,14.95,[]
ClosPons,RocNu,2010,CostersdelSegre,4.2,343,1,1,3,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,Tempranillo,24.95,[]
ClosPons,RocNu,2011,CostersdelSegre,4.2,420,1,1,2,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,2018,2022,Spanish Red,4,Full-bodied,3,High,Garnacha,24.95,['Popular among Vivino users. More than 400 ratings']
CocaiFit&#243;,JaspiNegre,2017,Montsant,3.8,539,7,12,18,8,"['Beef', 'Pasta', 'Lamb']",14.5,,,Spanish Montsant Red,4,Full-bodied,3,High,Shiraz/Syrah,16.5,[]
CocaiFit&#243;,SamsaraPriorat,2016,Priorat,4,527,3,4,4,4,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,,,,,Shiraz/Syrah,26.5,['Popular among Vivino users. More than 500 ratings']
