winery,vintage,year,region,rating,ratings_count,country_rank,region_rank,winery_rank,global_rank,foods,alcohol,drink_from,drink_until,style,body,body_desc,acidity,acidity_desc,grapes,price,highlights
CasaGrandelSiurana,PrioratCruor,2016,Priorat,4.1,412,2,10,5,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,23.12,['Latest vintage available']
CasaGrandelSiurana,PrioratCruor,2008,Priorat,4.1,179,2,10,13,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,23.5,['Oldest vintage available']
CasaGrandelSiurana,PrioratGR-174,2019,Priorat,3.9,1434,5,18,25,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,14.5,[]
CillardeSilos,DominiodelPidio,2016,RiberadelDuero,4.4,495,1,1,2,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,54.38,[]
CimsdePorrera,Cl&#224;ssic,2012,Priorat,4.4,101,1,2,7,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,65,['Good value for money. Similar wines usually cost 43% more.']
CimsdePorrera,Cl&#224;ssic,1998,Priorat,4.2,110,2,7,17,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,146.05,[]
CimsdePorrera,Cl&#224;ssic,1999,Priorat,4.2,115,2,7,16,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,130.8,[]
CimsdePorrera,Cl&#224;ssic,1996,Priorat,4.4,106,1,2,6,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,217.2,['Oldest vintage available']
CimsdePorrera,Cl&#224;ssic,1997,Priorat,4.3,102,1,4,11,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,152.4,[]
CimsdePorrera,Garnatxa,2015,Priorat,4.1,33,9,28,37,10,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,68.04,"['Latest vintage available', 'Cheapest vintage available']"
CimsdePorrera,SolanesPriorat,2007,Priorat,3.9,693,5,19,32,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,,,Spanish Priorat Red,4,Full-bodied,3,High,,49.94,['Popular among Vivino users. More than 600 ratings']
CimsdePorrera,SolanesPriorat,2000,Priorat,4.1,34,9,28,36,10,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,54.38,['Oldest vintage available']
CimsdePorrera,SolanesPriorat,2003,Priorat,4.4,43,3,12,21,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,38.66,"['Great value for money. Similar wines usually cost 2 times as much.', 'This vintage rates better than any other year for this wine', 'Among top 3% of all wines in the world', 'Cheapest vintage available']"
Cims de Porrera,VideVilaPorreraCaranyana-Garnatxa,2017,Priorat,3.9,141,6,20,34,6,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,24.95,['Latest vintage available']
Cims de Porrera,VideVilaPorreraCaranyana-Garnatxa,2016,Priorat,4.1,800,2,9,18,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,24.95,['Oldest vintage available']
Coloma,GarnachaSelecci&#243;n,2018,Extremadura,3.9,39,16,10,15,15,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha Tintorera,14.99,[]
Coloma,GarnachaSelecci&#243;n,2015,Extremadura,4,154,4,3,3,4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,14.99,['Among top 4% of all wines in the world']
Coloma,MerlotSelecci&#243;n,2017,Extremadura,4.1,145,3,2,1,3,"['Beef', 'Lamb', 'Veal']",,,,Spanish Merlot,4,Full-bodied,3,High,,19.95,"['Good value for money. Similar wines usually cost 50% more.', 'Among top 3% of all wines in the world']"
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2011,Rioja,4.6,225,1,1,3,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,257.66,"['Oldest vintage available', 'Cheapest vintage available']"
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2005,Rioja,4.7,112,1,1,1,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,257.66,[]
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2015,Rioja,4.6,143,1,1,4,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,365,[]
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2014,Rioja,4.6,157,1,1,4,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,288.15,['97 by Tim Atkin']
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2003,Rioja,4.7,49,1,1,9,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,,,Spanish Rioja Red,4,Full-bodied,3,High,,257.66,[]
BodegaContador(Benjam&#237;nRomeo),ContadorRioja,2016,Rioja,4.5,80,1,1,13,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,,,,,Tempranillo,365,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2012,Rioja,4.4,221,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.7,,,Spanish Rioja Red,4,Full-bodied,3,High,,74.71,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2016,Rioja,4.4,252,1,1,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,69.95,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2014,Rioja,4.3,274,1,1,17,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,74.71,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2018,Rioja,4.3,77,2,2,26,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,77.65,['Latest vintage available']
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2015,Rioja,4.4,388,1,1,10,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2018,2028,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,69.95,['Popular among Vivino users. More than 300 ratings']
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2017,Rioja,4.5,173,1,1,5,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2021,2029,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,74.95,"['This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world']"
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2010,Rioja,4.3,312,1,1,17,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,59.46,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2011,Rioja,4.4,343,1,1,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,,59.46,"['Oldest vintage available', 'Cheapest vintage available']"
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2004,Rioja,4.4,94,1,1,14,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,59.46,[]
BodegaContador(Benjam&#237;nRomeo),LaCuevadelContadorRioja,2019,Rioja,4.4,31,3,4,31,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,77.65,[]
BodegaContador(Benjam&#237;nRomeo),LaVi&#241;adeAndresRomeoRioja,2012,Rioja,4.4,151,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,105.2,['Latest vintage available']
BodegaContador(Benjam&#237;nRomeo),LaVi&#241;adeAndresRomeoRioja,2011,Rioja,4.3,139,1,1,18,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,89.95,"['Oldest vintage available', 'Cheapest vintage available']"
BodegaContador(Benjam&#237;nRomeo),PredicadorRioja,2018,Rioja,4.1,857,2,3,28,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,27.95,"['Latest vintage available', 'Cheapest vintage available']"
BodegaContador(Benjam&#237;nRomeo),PredicadorRioja,2014,Rioja,3.9,1058,5,6,39,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",0,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.94,['Oldest vintage available']
DeMuller,Leg&#237;timCrianza,2017,Priorat,4.2,269,2,1,1,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,9.72,"['Great value for money. Similar wines usually cost 5 times as much.', 'Cheapest vintage available']"
DehesadeLosCan&#243;nigos,Crianza,2016,RiberadelDuero,4.1,727,2,7,20,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,25.98,[]
DominiodeCair,Cair,2014,RiberadelDuero,4.1,685,2,7,19,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,,,,,Tempranillo,23.38,[]
DominiodeCair,CairCuv&#233;e,2018,RiberadelDuero,3.8,815,7,15,33,8,"['Beef', 'Lamb', 'Game (deer, venison)']",15,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Merlot,11.95,['Cheapest vintage available']
DominiodeCair,Pend&#243;nDeLaAguilera,2010,RiberadelDuero,4.5,47,1,4,12,1,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,299.29,['Cheapest vintage available']
DominiodeCair,TierrasdeCairReserva,2012,RiberadelDuero,4.3,533,1,3,10,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,39.95,['Cheapest vintage available']
EGO,Gor&#250;,2019,Jumilla,3.8,768,7,8,18,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,6.99,[]
EGO,GoruOrganic,2019,Jumilla,4,31,13,15,31,13,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Monastrell,5,Very full-bodied,3,High,Monastrell,7.49,"['Great value for money. Similar wines usually cost 2 times as much.', 'This vintage rates better than any other year for this wine']"
Espelt,ComaBruna,2016,Empord&#224;,4,163,4,4,1,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,29.16,['Popular among Vivino users. More than 100 ratings']
Dinast&#237;aManzanos,Tempranillo,2018,Rioja,3.8,1488,7,9,2,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,8.9,"['Good value for money. Similar wines usually cost 46% more.', 'Popular among Vivino users. More than 1400 ratings']"
FincaConstancia,Parcela23Tempranillo,2018,Castilla,3.9,154,6,2,3,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Tempranillo,,,,,Tempranillo,12.95,"['This vintage rates better than any other year for this wine', 'Oldest vintage available']"
FincaTorremilanos,TorremilanosCrianzaRiberadelDuero,2016,RiberadelDuero,3.8,458,7,10,16,8,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,18.95,[]
Guimaro,Cami&#241;oReal,2018,RibeiraSacra,3.8,314,8,9,16,8,"['Veal', 'Game (deer, venison)', 'Poultry']",13,,,Spanish Mencia,3,Medium-bodied,3,High,Mencia,17.95,"['Popular among Vivino users. More than 300 ratings', 'Oldest vintage available', 'Cheapest vintage available']"
Guimaro,Cami&#241;oReal,2019,RibeiraSacra,4,163,4,3,4,4,"['Veal', 'Game (deer, venison)', 'Poultry']",13.5,,,Spanish Mencia,3,Medium-bodied,3,High,Mencia,18.95,"['Good value for money. Similar wines usually cost 74% more.', 'This vintage rates better than any other year for this wine', 'Among top 4% of all wines in the world', 'Latest vintage available']"
Imperial,RiojaGranReserva,2014,Rioja,4.3,830,1,1,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2020,2034,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.95,"['94 by Tim Atkin', 'Latest vintage available', 'Cheapest vintage available']"
Imperial,RiojaGranReserva,2005,Rioja,4.2,907,1,2,22,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Cari&#241;ena,99.5,[]
Imperial,RiojaGranReserva,2012,Rioja,4.3,1615,1,1,8,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,60.35,[]
Imperial,RiojaReserva,2016,Rioja,4.2,2660,1,2,19,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,27.82,['94 by ABC']
Imperial,RiojaReserva,2015,Rioja,4.2,3782,1,2,19,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,,,,,Tempranillo,27.82,['Popular among Vivino users. More than 3700 ratings']
Imperial,RiojaReserva,2017,Rioja,4.3,761,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,27.82,"['Good value for money. Similar wines usually cost 44% more.', 'Among top 1% of all wines in the world']"
BodegaIniesta,Coraz&#243;nLocoSelecci&#243;n,2015,Manchuela,3.9,69,9,7,5,10,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,9.59,"['Good value for money. Similar wines usually cost 88% more.', 'This vintage rates better than any other year for this wine', 'Cheapest vintage available']"
BodegaIniesta,FincaelCarrilHechicero,2015,Manchuela,4.1,97,3,1,1,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,,10.9,"['Great value for money. Similar wines usually cost 2 times as much.', 'This vintage rates better than any other year for this wine', 'Among top 3% of all wines in the world']"
Inurrieta,CuatrocientosCrianza,2018,Navarra,3.9,261,5,3,8,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,,8.55,"['Great value for money. Similar wines usually cost 2 times as much.', 'Among top 6% of all wines in the world']"
Inurrieta,Mima'oGarnacha,2020,Navarra,4.1,34,9,6,14,10,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Grenache,5,Very full-bodied,3,High,,12.9,"['Great value for money. Similar wines usually cost 3 times as much.', 'This vintage rates better than any other year for this wine']"
Jaro,Chafandin,2018,RiberadelDuero,4.4,154,1,3,2,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,39.95,['Among top 1% of all wines in the world']
Jaro,Jaros,2018,RiberadelDuero,4,225,4,10,20,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,23.35,['Latest vintage available']
Jaro,Jaros,2017,RiberadelDuero,4,403,3,9,18,4,"['Beef', 'Lamb', 'Game (deer, venison)']",13.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,19.99,"['Oldest vintage available', 'Cheapest vintage available']"
Jim&#233;nez-Landi,Ataulfos,2018,M&#233;ntrida,4.1,31,10,16,19,10,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,,,,,Garnacha,66.54,['Latest vintage available']
Jim&#233;nez-Landi,CantosdelDiablo,2015,M&#233;ntrida,4.1,54,6,9,11,7,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,2018,2029,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,101.01,['Popular among Vivino users. More than 50 ratings']
Jim&#233;nez-Landi,CantosdelDiablo,2017,M&#233;ntrida,4.3,32,5,5,7,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,101.01,"['Latest vintage available', 'Cheapest vintage available']"
Jim&#233;nez-Landi,CantosdelDiablo,2016,M&#233;ntrida,4.3,26,6,8,10,6,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,114.03,[]
Jim&#233;nez-Landi,ElRevent&#243;nCebreros,2014,CastillayLe&#243;n,4.1,33,9,16,18,10,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,114.03,[]
Jim&#233;nez-Landi,ElRevent&#243;nCebreros,2012,CastillayLe&#243;n,3.9,80,9,14,16,9,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,101.01,['Oldest vintage available']
Jim&#233;nez-Landi,LasIruelasElTiemblo,2014,CastillayLe&#243;n,4,40,12,19,23,12,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Grenache,5,Very full-bodied,3,High,,93.95,[]
Jim&#233;nez-Landi,LasIruelasElTiemblo,2016,CastillayLe&#243;n,4.2,66,3,2,4,3,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,93.95,[]
Jim&#233;nez-Landi,LasIruelasElTiemblo,2017,CastillayLe&#243;n,4,41,12,19,22,12,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,2020,2026,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,93.95,[]
Jim&#233;nez-Landi,LasUvasdelaIra,2019,M&#233;ntrida,4,220,4,4,5,4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,24,[]
Jim&#233;nez-Landi,LasUvasdelaIra,2017,M&#233;ntrida,3.8,309,8,12,15,8,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,24.92,[]
Jim&#233;nez-Landi,LasUvasdelaIra,2018,M&#233;ntrida,4.1,585,2,1,1,2,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,,,,,Garnacha,24.92,"['Good value for money. Similar wines usually cost 65% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 500 ratings', 'Among top 2% of all wines in the world']"
Jim&#233;nez-Landi,LasUvasdelaIra,2020,M&#233;ntrida,4,46,12,18,21,11,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,24,"['Latest vintage available', 'Cheapest vintage available']"
Jim&#233;nez-Landi,LasUvasdelaIra,2016,M&#233;ntrida,3.9,486,5,7,9,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Grenache,24.84,['Oldest vintage available']
Jim&#233;nez-Landi,Pi&#233;lago,2018,M&#233;ntrida,3.9,90,6,8,10,7,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Garnacha,31.95,"['This vintage rates better than any other year for this wine', 'Among top 7% of all wines in the world', 'Latest vintage available']"
LaAntigua,Cl&#225;sicoReserva,2010,Rioja,3.9,487,5,6,13,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.5,['Popular among Vivino users. More than 400 ratings']
LaCartuja,Tinto,2018,Priorat,4,88,4,3,12,5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",0,,,Spanish Priorat Red,4,Full-bodied,3,High,Grenache,16.5,['Good value for money. Similar wines usually cost 33% more.']
Monteabellon,FincaMatambres,2017,RiberadelDuero,4.3,66,2,3,2,2,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,26.95,['Good value for money. Similar wines usually cost 37% more.']
Montecillo,RiojaGranReserva,2010,Rioja,3.9,3834,5,6,7,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,19.83,"['Popular among Vivino users. More than 3800 ratings', 'Latest vintage available']"
Murua,VeguindeMuruaGranReserva,2012,Rioja,4.4,101,1,1,1,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,41.95,"['This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world']"
Murua,ReservaRioja,2014,Rioja,4.2,222,2,2,4,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,,20.95,"['Good value for money. Similar wines usually cost 67% more.', 'This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world', 'Latest vintage available', 'Cheapest vintage available']"
Murua,ReservaRioja,2013,Rioja,4,473,3,4,12,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,,,,,Tempranillo,44.95,['Oldest vintage available']
PortaldelPriorat,ClosdelPortalNegredeNegres,2018,Priorat,4.2,425,1,6,14,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,2020,2030,Spanish Priorat Red,4,Full-bodied,3,High,Garnacha,25.92,"['Great value for money. Similar wines usually cost 2 times as much.', 'Latest vintage available', 'Cheapest vintage available']"
PortaldelPriorat,ClosdelPortalNegredeNegres,2017,Priorat,4.2,612,1,6,13,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,2019,2027,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,25.51,"['This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world', 'Oldest vintage available']"
PortaldelPriorat,ClosdelPortalSomni,2015,Priorat,4.2,255,2,6,18,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,2018,2025,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,35.31,['Cheapest vintage available']
PortaldelPriorat,ClosdelPortalSomni,2016,Priorat,4.4,98,1,2,4,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,39.51,"['Great value for money. Similar wines usually cost 2 times as much.', 'Latest vintage available']"
PortaldelPriorat,ClosdelPortalSomni,2013,Priorat,4.2,315,2,6,17,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,Shiraz/Syrah,39.51,['Oldest vintage available']
PortaldelPriorat,ClosdelPortalTrosdeClos,2016,Priorat,4.4,109,1,2,3,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,63.69,"['Good value for money. Similar wines usually cost 44% more.', 'Among top 1% of all wines in the world', 'Cheapest vintage available']"
PortaldelPriorat,ClosdelPortalTrosdeClos,2013,Priorat,4.1,112,3,11,28,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Cari&#241;ena,63.05,"['Popular among Vivino users. More than 100 ratings', 'Oldest vintage available']"
Proelio,Crianza,2017,Rioja,3.9,102,6,7,21,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,13.95,[]
Se&#241;or&#237;odeSanVicente,SanVicenteRioja,2016,Rioja,4.4,604,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2020,2030,Spanish Rioja Red,,,,,Tempranillo,47.95,[]
VaraYPulgar,Tintilla,2018,C&#225;diz,3.9,160,6,8,40,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Tintilia,15.95,[]
Vi&#241;aMayor,RiberadelDueroCrianza,2015,RiberadelDuero,3.8,344,8,15,12,8,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,13.53,['Among top 8% of all wines in the world']
Vi&#241;aReal,RiojaGranReserva,2015,Rioja,4.1,150,3,3,6,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,19.95,[]
Vi&#241;aReal,RiojaGranReserva,2014,Rioja,4.1,462,2,3,6,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,19.95,[]
Vi&#241;aReal,RiojaPagosdeVi&#241;aReal,2015,Rioja,4,117,4,5,10,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,49.5,['Popular among Vivino users. More than 100 ratings']
Vi&#241;aReal,RiojaReserva,2015,Rioja,3.8,1172,7,9,21,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,16.59,[]
Vi&#241;aReal,RiojaReserva,2004,Rioja,3.9,59,12,14,29,12,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,16.59,[]
